price,sqft_living,sqft_above,sqft_lot,sqft_living15,sqft_lot15,sqft_basement,"BED_(2, 3]","BED_(3, 4]","BED_(4, 34]","BATH_(1, 2]","BATH_(2, 3]","BATH_(3, 9]","FLRS_(1, 2]","FLRS_(2, 4]","VIEW_(2, 4]",WFT_1.0,"CDTN_(2, 3]","CDTN_(3, 4]","CDTN_(4, 5]"
12.345834587905333,7.1308988302963465,7.1308988302963465,9.1874810778301,7.154615356913663,9.088172738001974,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
12.86099861326992,7.3901814282264295,6.756932389247553,8.513185170018698,7.24422751560335,8.513185170018698,760.0,0,1,0,1,0,0,0,0,0,0,0,1,0
14.508657738524219,8.022896869601457,7.753623546559746,10.711457836917562,8.32117830749028,9.920147993429236,720.0,1,0,0,0,1,0,0,0,1,0,1,0,0
12.560244459250788,7.727535110475448,7.727535110475448,8.748304912379623,7.7142311448490855,8.854379458771108,0.0,0,0,1,0,1,0,1,0,0,0,1,0,0
12.439958293376286,6.975413927455952,6.975413927455952,9.173987542510384,7.106606137727303,9.034318927730707,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
12.70381302974751,7.803843303538772,7.803843303538772,8.779557455883728,7.696212639346407,8.834191318202071,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0
12.358793732547838,7.444248649496705,7.444248649496705,8.454679286026995,6.937314081223682,8.45638105201948,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1
13.750438561220559,7.803843303538772,7.4673710669175595,7.897668150726906,7.473069088032197,8.181160858023409,700.0,1,0,0,1,0,0,1,0,0,0,1,0,0
13.410545324897761,7.24422751560335,7.24422751560335,7.365812837209472,7.528331766707247,8.258681496264236,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1
12.989974189358584,7.326465613840322,6.672032945461067,8.760923376338836,7.326465613840322,8.737933858114136,730.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.485616636703183,7.851661177889265,7.851661177889265,8.878079256126435,7.874739125171811,8.703838719690246,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.271645080120082,7.749322464660356,7.749322464660356,8.289037098278483,7.855544677915663,8.289037098278483,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
12.542544882151386,7.081708586105575,7.081708586105575,7.142827401161621,7.237059026124737,7.470793774195062,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0
13.440817108522863,7.753623546559746,7.31986492980897,8.517193191416238,7.286191714702382,8.517193191416238,820.0,0,1,0,1,0,0,1,0,0,0,0,1,0
13.190022025878143,6.993932975223189,6.993932975223189,8.006367567650246,7.358830898342354,8.533066540572527,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0
12.683858415217964,7.630461261783627,7.154615356913663,8.803724602110622,7.61085279039525,9.073374516903025,780.0,0,1,0,0,1,0,0,0,0,0,1,0,0
13.453104939316557,7.7406644019172415,7.31986492980897,8.026170194946426,7.371489295214277,8.090708716083997,790.0,1,0,0,0,1,0,1,0,0,0,1,0,0
13.217673557208654,7.414572881350589,6.835184586147301,10.458751025732687,7.67786350067821,9.347228624038305,730.0,0,1,0,0,0,0,0,0,0,0,0,0,0
13.369223455335854,7.7664168980196555,7.7664168980196555,8.699514748210191,7.455876687491824,8.45531778769815,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0
12.388394202324129,7.106606137727303,6.7912214627261855,8.996528148090857,7.162397497355718,8.961879012677683,330.0,0,1,0,0,0,0,0,0,0,0,0,0,0
13.312983737012978,7.8709295967551425,7.8709295967551425,8.929700114313448,7.8709295967551425,9.382948236582498,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.345506928718539,7.851661177889265,7.851661177889265,8.616133139271142,7.8119734296220225,8.642768014324304,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.560618308335483,8.347590407030058,7.8632667240095735,10.09352923234522,7.787382026484701,10.329310689232171,1620.0,0,1,0,0,1,0,0,0,0,0,1,0,0
13.437174117244362,7.358830898342354,7.358830898342354,7.731930721948486,7.365180126021013,7.878534196140362,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0
12.641096555879882,7.154615356913663,6.824373670043086,9.175334762777368,7.200424892944957,9.083415678402515,360.0,1,0,0,0,0,0,0,0,0,0,0,1,0
13.098070684835283,8.058327306580958,8.058327306580958,9.51804563563343,8.022896869601457,9.13043098874788,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
12.257193425037888,6.897704943128636,6.897704943128636,9.051110146405625,7.113142108707088,9.08704215563169,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
13.573438996764546,7.736307096548285,7.736307096548285,9.504203303503045,7.893572073504902,9.52405562147478,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0
13.017002861746503,7.1308988302963465,7.1308988302963465,8.693328989123106,6.877296071497429,8.536995818712418,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0
14.115615150414612,7.920446505142607,7.68017564043659,11.08221946899627,7.893572073504902,11.191521135113415,588.0,1,0,0,0,1,0,0,0,0,1,0,0,1
12.337100907936577,7.081708586105575,7.081708586105575,9.126850061477157,7.081708586105575,9.144627828610801,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.751299696013497,8.055157731819678,7.402451520818244,9.119758993744945,7.595889917718538,9.11964950669168,1510.0,0,0,1,0,1,0,0,0,0,0,0,1,0
13.304684934198283,7.251344983372214,6.907755278982137,8.313852267398207,7.251344983372214,8.313852267398207,410.0,1,0,0,1,0,0,0,0,0,0,0,1,0
13.279367126213993,7.590852123688581,6.897704943128636,9.053686561930807,7.299797366758161,8.815518423966498,990.0,0,0,0,1,0,0,0,0,0,0,1,0,0
13.732128949025222,7.912056888179006,7.6638772587034705,8.699514748210191,7.912056888179006,8.699514748210191,600.0,0,0,1,0,1,0,1,0,0,0,1,0,0
13.693342923990066,7.948031990637284,7.948031990637284,8.517193191416238,7.575584651557793,8.517193191416238,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
12.58621994565405,7.718685495198466,7.718685495198466,8.410720946905721,7.718685495198466,8.411832675758411,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
12.614865543731012,7.791522819150732,7.791522819150732,8.465899897028686,7.897296472595885,8.465899897028686,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
13.765269341527528,8.086410275323782,8.086410275323782,9.57094757444252,7.992944547318106,9.309642573050045,0.0,0,0,1,0,0,1,1,0,1,0,0,1,0
12.971540487669746,7.52294091807237,7.52294091807237,9.207937487359873,7.727535110475448,9.052750451401412,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.38472764187182,7.673223121121708,7.371489295214277,9.963406042747371,7.851661177889265,9.846917201047734,560.0,1,0,0,0,1,0,0,0,1,0,0,1,0
12.57418196709457,7.138866999945524,7.138866999945524,9.035986984831405,7.162397497355718,9.07680897935166,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.132313708257497,7.831617276352611,7.831617276352611,9.069928218259438,7.824046010856292,9.159047077588632,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1
13.215853720491667,7.3395376954076745,7.3395376954076745,6.950814768442584,7.365180126021013,8.035926369891792,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0
12.959844447906553,7.414572881350589,7.01211529430638,8.699514748210191,7.272398392570047,8.313852267398207,550.0,1,0,0,0,1,0,0,0,0,0,1,0,0
12.668626720622465,7.926602599181384,7.478734825567875,8.245121966478605,7.272398392570047,8.294049640102028,1000.0,1,0,0,0,1,0,1,0,0,0,0,0,1
13.790192749979985,7.908387159290043,7.908387159290043,9.310095205113175,7.919356190660617,9.310095205113175,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
12.567237494741757,7.7142311448490855,7.7142311448490855,8.444192298531748,7.7057128238944275,8.424419791263883,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
12.225875272826354,6.907755278982137,6.907755278982137,9.398478314091577,6.917705609835305,9.444226019822295,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
14.100689500197937,8.070906088787819,7.3777589082278725,9.911356510914823,8.128585200374497,9.911356510914823,1600.0,0,0,1,0,1,0,0,0,0,0,1,0,0
13.854731271117556,8.470101583882387,8.029432840581244,10.821656519422055,8.169053149927343,10.569186452136844,1700.0,0,0,1,0,0,1,0,0,0,0,0,1,0
12.691580461311874,7.138866999945524,7.138866999945524,8.632662441222351,7.402451520818244,8.464846711044029,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0
13.255144488638146,7.919356190660617,7.718685495198466,8.962776046120291,7.31986492980897,8.962776046120291,500.0,0,1,0,1,0,0,1,0,0,0,0,0,1
12.793859310432293,7.77485576666552,7.77485576666552,8.517193191416238,7.791522819150732,8.517193191416238,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
12.762827201184564,7.489970898834801,6.993932975223189,10.830302707866496,7.570443252057374,10.830302707866496,700.0,1,0,0,1,0,0,0,0,0,0,0,0,1
13.632188500836737,8.140315540159985,7.779048644925556,10.466013387887635,8.083328608786376,10.463674605839843,1040.0,0,1,0,0,0,1,1,0,0,0,0,1,0
12.84792653170257,7.473069088032197,6.779921907472252,8.895629627136483,7.426549072397305,8.922658299524402,880.0,0,1,0,1,0,0,0,0,0,0,1,0,0
13.081541382884074,6.946975992135418,6.946975992135418,8.52912176228151,6.7912214627261855,8.52912176228151,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.92391243868049,7.251344983372214,6.813444599510896,8.52912176228151,7.029972911706386,8.646992628951082,500.0,1,0,0,0,0,0,0,0,0,0,0,1,0
12.873902018105829,7.762170607138205,7.762170607138205,8.536995818712418,7.762170607138205,8.587278798982926,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
12.793859310432293,7.549609165154532,7.549609165154532,8.68084148294457,7.533693709848633,8.764834214330834,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
12.779873068457553,7.61085279039525,6.917705609835305,8.812843433517195,7.450079569807499,8.812843433517195,1010.0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.782686009834167,7.426549072397305,7.426549072397305,9.072456664612796,7.52294091807237,9.082166033252674,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0
12.66032791780777,6.866933284461882,6.866933284461882,8.799963219506997,7.358830898342354,8.882252884889363,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
13.753635154246187,7.668561108015897,7.549609165154532,8.1886891244442,7.61085279039525,8.476371196895983,240.0,1,0,0,1,0,0,1,0,0,0,1,0,0
12.628067055589549,7.886081401775745,7.886081401775745,9.035986984831405,7.371489295214277,9.007612005404566,0.0,0,0,1,0,1,0,1,0,0,0,0,0,1
13.041153321978786,7.926602599181384,7.590852123688581,8.744806737401898,7.549609165154532,8.90231952852887,790.0,1,0,0,0,0,1,1,0,0,0,1,0,0
12.2783933071098,7.383989457978509,7.383989457978509,7.620705086838262,7.575584651557793,7.613324979540639,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0
12.721885810807203,6.937314081223682,6.639875833826536,6.97166860472579,6.937314081223682,7.00850518208228,265.0,0,0,0,1,0,0,1,0,0,0,1,0,0
12.402872221504781,7.590852123688581,7.590852123688581,8.909640602443098,7.590852123688581,8.92399074475818,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.9108207377686,8.166216268592143,8.166216268592143,8.756682421266532,7.832014180505469,8.740336742730447,0.0,0,0,1,0,1,0,1,0,0,0,0,1,0
11.938193200374572,7.090076835776092,7.090076835776092,9.259130536145614,7.2078598714324755,9.259130536145614,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.971540487669746,7.365180126021013,7.162397497355718,8.517193191416238,7.358830898342354,8.411832675758411,290.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.458835614025542,7.365180126021013,7.162397497355718,8.517193191416238,7.358830898342354,8.411832675758411,290.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.715690222682063,8.101677747454572,7.779048644925556,9.235032984566555,7.575584651557793,8.706986763048892,910.0,0,1,0,0,1,0,0,0,0,0,1,0,0
12.419165860990882,7.580699752224563,7.580699752224563,9.660205067381032,7.4673710669175595,9.656051308652874,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0
12.201060103706629,7.05617528410041,7.05617528410041,8.764053269347762,7.05617528410041,8.764053269347762,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0
12.65714826489039,7.501082124259871,7.098375638590786,10.640651618512848,7.408530566894626,11.813296688537998,600.0,1,0,0,1,0,0,0,0,0,0,0,0,1
12.988831984779805,7.749322464660356,7.749322464660356,10.51452948317723,7.843848638152472,10.46495876097101,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
13.653967622617456,7.635303886259415,7.146772179452637,9.491073355339758,7.696212639346407,8.411832675758411,800.0,1,0,0,0,1,0,1,0,0,0,0,0,1
13.226723392728571,7.590852123688581,7.272398392570047,8.154212694914229,7.383989457978509,8.154212694914229,540.0,1,0,0,1,0,0,1,0,0,0,0,1,0
13.458764182902971,7.691656822810547,7.691656822810547,11.586110868831522,7.851661177889265,10.774299631131253,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0
13.901688254205327,7.979338895262328,7.979338895262328,9.001222992395064,7.7706452341291765,9.001222992395064,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
12.577636201962656,7.098375638590786,7.098375638590786,10.431730608339187,7.402451520818244,9.609787407758784,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.834681304952548,7.757906208351747,7.286191714702382,9.210840247017833,7.718685495198466,9.00724451596575,880.0,1,0,0,0,1,0,0,0,0,0,0,1,0
13.038981768465277,7.4205789054108005,7.064759027791802,8.29529885950246,7.122866658599083,8.29529885950246,500.0,1,0,0,0,0,0,1,0,0,0,0,1,0
12.146853285870202,7.122866658599083,7.122866658599083,7.821242083523558,7.146772179452637,8.510369966068112,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0
13.42984807715229,8.0519780789023,8.0519780789023,10.241280345410422,8.003028666384733,10.463131911491967,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0
13.060487973686241,7.615791072035833,7.615791072035833,9.420763358881013,7.824046010856292,9.151969458649853,0.0,0,0,1,1,0,0,1,0,0,0,0,1,0
13.30092788532057,7.745002803515839,7.745002803515839,9.172015257654515,7.570443252057374,9.173261363734762,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.253391639810733,7.138866999945524,6.551080335043404,8.1101268019411,7.22983877815125,8.170751423757535,560.0,1,0,0,1,0,0,0,0,0,0,0,0,1
12.706696406811568,7.640123172695364,6.984716320118266,8.69433468816865,7.644919344958857,8.612503371220562,1000.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.158695306651719,7.371489295214277,7.371489295214277,7.004881989712859,7.3901814282264295,8.060224240440958,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0
12.232836282799388,6.779921907472252,6.779921907472252,8.821732380934442,7.081708586105575,8.821732380934442,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.054086288532291,7.358830898342354,7.358830898342354,9.169518377455928,7.539027055823995,9.104979856318357,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0
13.190022025878143,7.383989457978509,7.383989457978509,8.000349495324684,7.383989457978509,8.303999970955196,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0
13.399995114002609,7.783224016336037,7.352441100243583,8.775549434486189,7.757906208351747,9.292473201514705,840.0,1,0,0,0,1,0,0,0,0,0,1,0,0
12.877740794412995,7.27931883541462,7.27931883541462,9.119540007649686,7.365180126021013,9.116469156366112,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0
12.886641043883259,6.646390514847729,6.646390514847729,8.699514748210191,7.444248649496705,8.699514748210191,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.005829561148378,7.649692623711514,7.450079569807499,8.389359819906353,7.52294091807237,8.389359819906353,380.0,0,1,0,1,0,0,1,0,0,0,0,0,1
13.554145793829866,7.975908360165538,7.975908360165538,9.230535079261703,7.90100705199242,9.546241016698438,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
14.187074114396758,7.919356190660617,7.590852123688581,9.78633556772527,8.026170194946426,9.330343164370879,770.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.005829561148378,7.649692623711514,7.3901814282264295,9.012011377036412,7.886081401775745,9.072456664612796,480.0,1,0,0,0,1,0,0,0,0,0,1,0,0
12.468436909997665,7.67786350067821,7.215239978730097,9.08375621986673,7.644919344958857,9.035986984831405,800.0,0,1,0,0,1,0,0,0,0,0,1,0,0
13.620103761621664,7.749322464660356,7.450079569807499,8.509161019718974,7.438383530044307,8.509161019718974,600.0,0,0,1,0,0,1,1,0,0,0,0,0,1
12.26434155365415,6.966024187106113,6.966024187106113,8.971448463693834,7.258412150595307,8.946374826141717,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0
13.400752402944518,7.605890001053122,7.272398392570047,9.169830828637973,7.630461261783627,9.189423123720795,570.0,0,1,0,0,1,0,0,0,0,0,1,0,0
13.572164299332545,8.281470857895167,7.807916628926408,11.617987936217231,7.8160138391590275,11.390757830996021,1490.0,1,0,0,0,0,1,1,0,0,0,1,0,0
13.024190303426474,7.605890001053122,7.237059026124737,7.734996194022781,7.432483807917119,7.415776975415394,620.0,1,0,0,0,1,0,1,0,0,0,1,0,0
13.422467969854667,7.668561108015897,7.668561108015897,7.731053144007127,7.3395376954076745,7.734121303328305,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0
12.201060103706629,7.1853870155804165,7.1853870155804165,9.763650607348328,7.346010209913293,9.866045257060257,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12.301382825334498,7.61085279039525,6.917705609835305,8.966994113344454,7.4673710669175595,9.004545458996587,1010.0,0,1,0,1,0,0,0,0,0,0,1,0,0
13.021437458814368,7.859413154693583,7.200424892944957,9.21054035197885,7.346010209913293,9.253016646256619,1250.0,0,1,0,0,1,0,0,0,0,0,0,1,0
12.854483932248728,7.081708586105575,7.081708586105575,8.39840965542627,6.966024187106113,8.65084957622891,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.161487932088379,7.064759027791802,7.064759027791802,7.130098510125578,7.2078598714324755,7.177782416195197,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0
13.407542319637992,7.01211529430638,7.01211529430638,8.070906088787819,7.064759027791802,8.1886891244442,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.17628321939376,7.944492163932159,7.346010209913293,9.14580185083861,7.944492163932159,9.14580185083861,1270.0,0,0,1,0,1,0,0,0,0,0,0,1,0
12.230765258120545,7.383989457978509,6.917705609835305,9.057072635572965,7.383989457978509,9.057072635572965,600.0,1,0,0,0,0,0,0,0,0,0,0,1,0
12.948009990259552,6.966024187106113,6.84587987526405,8.999248901686114,7.352441100243583,8.979668554241181,120.0,1,0,0,0,0,0,0,0,0,0,0,1,0
13.122363377404328,7.615791072035833,7.22983877815125,9.04981944514108,7.709756864454165,9.085230560933338,650.0,0,1,0,0,1,0,0,0,0,0,0,1,0
13.733758056092014,8.207946941048617,8.207946941048617,12.661514515109953,7.951559331155252,11.384989815502859,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0
13.698976741708323,7.843848638152472,7.7706452341291765,8.294049640102028,7.696212639346407,8.294049640102028,180.0,0,1,0,0,0,0,1,0,0,0,1,0,0
12.971540487669746,7.791522819150732,7.791522819150732,11.01836681366811,7.570443252057374,12.174798673225046,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.460714863903755,7.723120092266331,7.029972911706386,9.433483923290392,7.215239978730097,9.798127036878302,1130.0,0,0,1,1,0,0,0,0,0,0,0,1,0
13.144124869185841,7.265429723253953,6.887552571664617,8.14757773620177,7.27931883541462,8.433594167539924,450.0,1,0,0,0,0,0,0,0,0,0,1,0,0
13.184718266151094,7.215239978730097,7.215239978730097,8.035926369891792,7.313220387090301,8.035926369891792,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0
13.235692062711331,7.01211529430638,7.01211529430638,8.517193191416238,7.258412150595307,8.517193191416238,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0
12.55302548257067,7.1308988302963465,7.1308988302963465,9.011889433252344,7.426549072397305,9.063347348235522,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
14.626440774180603,8.55256033525353,8.17188200612782,9.895959286115337,8.058327306580958,9.185022563991893,1640.0,0,1,0,0,0,1,1,0,1,0,1,0,0
12.765688433465597,6.551080335043404,6.551080335043404,8.536995818712418,6.917705609835305,8.536995818712418,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.2783933071098,7.07326971745971,7.07326971745971,8.94494150776486,7.081708586105575,8.94494150776486,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
13.38472764187182,8.283999304248526,7.824046010856292,10.136383395293016,7.878534196140362,9.523324627290181,1460.0,0,0,1,0,0,1,1,0,0,0,1,0,0
12.676076274775909,7.878534196140362,7.3901814282264295,8.922658299524402,7.590852123688581,8.971448463693834,1020.0,0,1,0,0,1,0,0,0,0,0,1,0,0
12.417143615610113,7.146772179452637,7.146772179452637,8.881558488638976,7.05617528410041,8.881558488638976,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0
12.676076274775909,7.473069088032197,7.473069088032197,9.32188174670909,7.455876687491824,9.32188174670909,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0
12.449018824140563,7.630461261783627,6.937314081223682,9.06323150693797,6.917705609835305,9.365633256382218,1030.0,0,0,1,0,1,0,0,0,0,0,1,0,0
12.989974189358584,7.484368643286131,7.484368643286131,9.175748927206564,7.090076835776092,9.175748927206564,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.710150042306449,8.131530710604252,8.131530710604252,9.717338680907787,8.131530710604252,9.441531454869693,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
12.996800154428984,7.554858521040676,7.05617528410041,8.892886141190731,7.444248649496705,9.00601857490256,750.0,1,0,0,0,1,0,0,0,0,0,1,0,0
12.948009990259552,7.61085279039525,6.917705609835305,10.554040335463652,7.6544432264701125,10.507530258013253,1010.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12.821258284620408,7.365180126021013,7.07326971745971,8.85366542803745,7.402451520818244,8.922658299524402,400.0,1,0,0,1,0,0,0,0,0,0,1,0,0
12.505992035646432,7.200424892944957,6.551080335043404,8.88875674784872,7.512071245835466,9.185022563991893,640.0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.601202855312463,7.893572073504902,7.893572073504902,8.411610428841172,7.979338895262328,8.411832675758411,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.389332408258568,7.893572073504902,7.383989457978509,9.185022563991893,7.8160138391590275,9.07680897935166,1070.0,1,0,0,0,1,0,0,0,0,0,0,1,0
12.82530414313995,7.222566018822171,7.222566018822171,9.028338763993148,7.478734825567875,8.893984438939794,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
12.556729517143344,7.352441100243583,7.352441100243583,9.95227771670556,6.975413927455952,8.977146484808472,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0
12.513557345278134,7.67786350067821,7.4205789054108005,8.87346805533363,7.5652752818989315,8.902455592206882,490.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12.65395846952229,7.200424892944957,7.200424892944957,8.976135873302548,7.299797366758161,8.979668554241181,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0
13.729407858910863,8.263590432617319,7.851661177889265,10.463189051084006,8.226840890408578,10.469653271335284,1310.0,0,1,0,0,1,0,1,0,0,0,1,0,0
13.419500608626866,7.859413154693583,7.859413154693583,9.010669176847115,7.723120092266331,9.028218795184895,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0
12.959844447906553,7.02108396428914,6.709304340258298,7.003065458786462,7.371489295214277,7.492760300922379,300.0,1,0,0,0,1,0,1,0,0,0,1,0,0
12.899094818276968,7.585788821732034,7.1853870155804165,8.594154232552366,7.154615356913663,7.673223121121708,650.0,0,0,1,0,1,0,0,0,0,0,1,0,0
12.86099861326992,7.106606137727303,7.106606137727303,8.476371196895983,7.090076835776092,8.476371196895983,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.505992035646432,7.575584651557793,7.1853870155804165,8.930626469173578,7.575584651557793,9.098402718735318,630.0,1,0,0,1,0,0,0,0,0,0,0,1,0
12.706847933442663,7.2078598714324755,6.966024187106113,9.014325488050225,7.3395376954076745,9.021598247379305,290.0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.468436909997665,7.4205789054108005,7.4205789054108005,8.665095821339733,7.4205789054108005,8.729558869558568,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0
13.060487973686241,7.77485576666552,7.426549072397305,8.54188580400661,7.251344983372214,8.589513852995864,700.0,0,1,0,0,1,0,1,0,0,0,0,1,0
